7,7,16.503416853406005,1.8337129837117783,0.22658308489336423,1.9014684169136076,0.29411144359984154,1.3857812801005727,2.0880925491829285,Mapped to dome vertices (91 points),../../../PaulBourke_Geometry_DistributingPointsOnSphere/Test_Tuning_2017-03-31_16-00/test_tuning_n7_j0-001.txt.obj,MeasureMappingOfLoadedLightPositions,"[ 1.02295474  2.          1.90322164  1.19373779  1.          1.05483363
  1.15972822]","[2.0240200345939976, 2.0880925491829285, 1.9586180365085553, 1.3857812801005727, 1.861947994900432, 1.5295599156177557, 2.0240200345939976, 1.729908590994156, 1.9014684169136076]",2017-04-07-17-37-33,0,1,2,3,4,5,6
  
1.02295474,2.,1.90322164,1.19373779,1.,1.05483363,1.15972822
